# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
27.449,9017.978,153.814,-10.944,170.867,11.041,2539.183,2.451,2539.184,0.055,74.41,1.457,32,-105.973,9.763,0.742,1.187e-7,0.005,-7.23E-06,3.42e4,9070.294,34.184,0.203,310.276,220.938,5.673,0.578,1.873e7,0,58.005,0.465,0.466,0.282,0.02,0.163,0.207,1.171,1.342e-5,0,0,0,0,4.664e-4,0.022,15.748,194.778,63.108,0.114,6.127,-50.803,270.719,300.512,0.05,0.346
27.499,9025.655,153.265,-11.011,170.343,11.086,2542.902,2.459,2542.903,0.055,74.341,1.284,32,-105.973,9.763,0.565,1.183e-7,0.01,-5.74E-06,3.42e4,9070.294,34.184,0.203,310.899,220.938,5.713,0.576,1.864e7,0,57.428,0.465,0.465,0.282,0.02,0.163,0.156,0.891,7.291e-6,0,0,0,0,0.002,0.022,15.748,194.778,62.97,0.114,5.765,-50.879,270.394,300.466,0.05,0.346
27.549,9033.304,152.717,-10.918,169.82,11.016,2546.617,2.467,2546.618,0.055,74.272,1.462,32,-105.973,9.763,0.755,1.189e-7,0.015,-2.56E-06,3.42e4,9070.294,34.184,0.203,310.213,220.938,5.669,0.576,1.863e7,0,57.454,0.465,0.466,0.282,0.02,0.163,0.21,1.187,3.545e-4,0,0,0,0,0.004,0.022,15.748,194.778,62.75,0.113,6.955,-50.954,270.07,300.421,0.05,0.347
27.599,9040.926,152.172,-10.906,169.297,11.004,2550.329,2.474,2550.33,0.056,74.198,1.469,32,-105.973,9.763,0.76,1.213e-7,0.02,1.2e-6,3.42e4,9070.294,34.184,0.203,310.194,220.938,5.668,0.576,1.861e7,0,57.334,0.465,0.466,0.282,0.02,0.163,0.211,1.192,-4.05E-04,0,0,0,0,0.007,0.022,15.748,194.778,62.437,0.111,7.819,-51.029,269.747,300.375,0.05,0.347
27.649,9048.521,151.621,-11.111,168.775,11.159,2554.037,2.482,2554.038,0.056,74.136,1.029,32,-105.973,9.763,0.271,1.245e-7,0.024,2.822e-5,3.42e4,9070.294,34.184,0.203,311.963,220.938,5.78,0.573,1.852e7,0,56.651,0.465,0.465,0.282,0.02,0.163,0.074,0.418,-3.12E-04,0,0,0,0,0.01,0.022,15.748,194.778,62.036,0.11,7.264,-51.103,269.425,300.33,0.05,0.347
27.699,9056.088,151.063,-11.241,168.254,11.267,2557.743,2.49,2557.744,0.056,74.091,0.762,32,-105.973,9.763,0.046,1.128e-7,-0.024,2.784e-4,3.42e4,9070.294,34.184,0.203,312.794,220.938,5.833,0.572,1.846e7,0,56.286,0.464,0.464,0.282,0.02,0.162,0.013,0.084,1.743e-4,0,0,0,0,-0.011,0.022,15.748,194.778,61.599,0.108,7.424,-51.178,269.105,300.285,0.05,0.348
27.749,9063.627,150.495,-11.459,167.732,11.464,2561.446,2.498,2561.448,0.056,74.064,0.333,32,-105.973,9.763,0.555,1.175e-7,-0.022,3.68e-5,3.42e4,9070.294,34.184,0.203,310.882,220.938,5.711,0.569,1.836e7,0,55.746,0.464,0.465,0.283,0.019,0.162,0.153,0.885,-2.77E-05,0,0,0,0,-0.009,0.022,15.748,194.778,61.172,0.106,6.857,-51.252,268.785,300.24,0.05,0.348
27.799,9071.138,149.917,-11.646,167.211,11.646,2565.149,2.505,2565.151,0.056,74.057,0.023,32,-105.973,9.763,0.976,1.129e-7,-0.017,2.761e-5,3.42e4,9070.294,34.184,0.203,309.347,220.938,5.614,0.567,1.827e7,0,55.281,0.464,0.465,0.283,0.019,0.162,0.273,1.539,-4.94E-04,0,0,0,0,-0.005,0.021,15.748,194.778,60.815,0.106,6.34,-51.326,268.467,300.196,0.05,0.348
27.849,9078.619,149.338,-11.49,166.69,11.493,2568.852,2.513,2568.853,0.056,74.051,0.266,32,-105.973,9.763,0.652,1.171e-7,-0.011,2.845e-5,3.42e4,9070.294,34.184,0.203,310.518,220.938,5.688,0.568,1.829e7,0,55.347,0.464,0.465,0.283,0.019,0.162,0.181,1.03,1.303e-4,0,0,0,0,-0.002,0.021,15.748,194.778,60.566,0.105,7.995,-51.399,268.15,300.151,0.05,0.349
27.899,9086.072,148.763,-11.504,166.17,11.506,2572.554,2.521,2572.556,0.056,74.039,0.223,32,-105.973,9.763,0.706,1.193e-7,-0.007,2.447e-5,3.42e4,9070.294,34.184,0.203,310.31,220.938,5.675,0.566,1.822e7,0,54.977,0.464,0.465,0.283,0.019,0.162,0.196,1.112,5.568e-5,0,0,0,0,-7.95E-04,0.021,15.748,194.778,60.406,0.105,8.039,-51.472,267.834,300.107,0.05,0.35
27.949,9093.495,148.19,-11.407,165.65,11.413,2576.256,2.529,2576.257,0.056,74.024,0.383,32,-105.973,9.763,0.518,1.189e-7,-0.002,2.61e-5,3.42e4,9070.294,34.184,0.203,310.988,220.938,5.718,0.566,1.819e7,0,54.749,0.464,0.464,0.283,0.019,0.162,0.143,0.817,2.304e-4,0,0,0,0,-1.02E-04,0.021,15.748,194.778,60.328,0.106,8.643,-51.545,267.52,300.063,0.05,0.351
27.999,9100.891,147.619,-11.432,165.132,11.436,2579.957,2.537,2579.958,0.056,74.007,0.304,32,-105.973,9.763,0.608,1.193e-7,0.002,2.39e-5,3.42e4,9070.294,34.184,0.203,310.641,220.938,5.696,0.563,1.81e7,0,54.179,0.464,0.464,0.283,0.019,0.161,0.168,0.957,-1.12E-04,0,0,0,0,4.215e-5,0.021,15.748,194.778,60.321,0.107,8.056,-51.618,267.214,300.019,0.05,0.351
28.049,9108.257,147.05,-11.336,164.615,11.345,2583.657,2.544,2583.658,0.056,73.989,0.449,32,-105.973,9.763,0.428,1.187e-7,0.005,2.462e-5,3.42e4,9070.294,34.184,0.203,311.289,220.938,5.737,0.562,1.804e7,0,53.801,0.463,0.464,0.284,0.019,0.161,0.118,0.673,-2.81E-04,0,0,0,0,4.725e-4,0.021,15.748,194.778,60.382,0.108,8.166,-51.69,266.919,299.975,0.05,0.352
28.099,9115.596,146.485,-11.273,164.099,11.286,2587.356,2.552,2587.357,0.057,73.964,0.529,32,-105.973,9.763,0.321,1.194e-7,0.008,2.908e-5,3.42e4,9070.294,34.184,0.203,311.669,220.938,5.761,0.559,1.796e7,0,53.301,0.463,0.463,0.284,0.019,0.161,0.088,0.504,-1.36E-04,0,0,0,0,0.001,0.021,15.748,194.778,60.497,0.109,7.847,-51.762,266.625,299.931,0.05,0.352
28.149,9122.906,145.927,-11.033,163.585,11.074,2591.053,2.56,2591.054,0.057,73.927,0.953,32,-105.973,9.763,0.214,1.214e-7,-0.008,-6.02E-06,3.42e4,9070.294,34.184,0.203,312.068,220.938,5.787,0.56,1.795e7,0,53.262,0.463,0.463,0.284,0.019,0.161,0.058,0.338,2.041e-4,0,0,0,0,-0.001,0.021,15.748,194.778,60.642,0.11,8.895,-51.834,266.332,299.887,0.05,0.352
28.199,9130.188,145.374,-11.08,163.072,11.111,2594.748,2.568,2594.749,0.057,73.883,0.821,32,-105.972,9.763,0.069,1.165e-7,-0.007,2.903e-5,3.42e4,9070.294,34.184,0.203,312.585,220.938,5.82,0.556,1.782e7,0,52.475,0.463,0.463,0.284,0.018,0.16,0.019,0.11,-3.66E-04,0,0,0,0,-9.19E-04,0.021,15.748,194.778,60.774,0.112,7.678,-51.906,266.041,299.844,0.05,0.353
28.249,9137.443,144.826,-10.851,162.56,10.921,2598.441,2.576,2598.442,0.057,73.831,1.236,32,-105.972,9.763,0.589,1.185e-7,-0.005,-1.15E-05,3.42e4,9070.294,34.184,0.203,310.657,220.938,5.697,0.556,1.782e7,0,52.53,0.463,0.463,0.284,0.018,0.16,0.163,0.927,2.897e-4,0,0,0,0,-4.33E-04,0.021,15.748,194.778,60.884,0.113,8.81,-51.977,265.751,299.801,0.05,0.353
28.299,9144.671,144.287,-10.713,162.049,10.815,2602.131,2.584,2602.132,0.057,73.763,1.479,32,-105.972,9.763,0.89,1.181e-7,1.154e-4,-1.15E-05,3.42e4,9070.294,34.184,0.203,309.566,220.938,5.628,0.556,1.779e7,0,52.432,0.463,0.464,0.284,0.018,0.16,0.248,1.397,-6.42E-05,0,0,0,0,2.548e-7,0.021,15.748,194.778,60.929,0.114,9.424,-52.048,265.461,299.758,0.05,0.354
28.349,9151.872,143.753,-10.662,161.538,10.775,2605.817,2.592,2605.818,0.057,73.686,1.554,32,-105.972,9.762,0.988,1.209e-7,0.006,-1.15E-05,3.42e4,9070.294,34.184,0.203,309.208,220.938,5.605,0.554,1.774e7,0,52.184,0.463,0.464,0.285,0.018,0.16,0.276,1.548,-3.99E-05,0,0,0,0,7.523e-4,0.021,15.748,194.778,60.871,0.114,9.707,-52.119,265.173,299.715,0.05,0.354
28.399,9159.047,143.217,-10.789,161.029,10.865,2609.5,2.599,2609.501,0.057,73.615,1.28,32,-105.972,9.762,0.671,1.168e-7,0.012,-1.17E-05,3.42e4,9070.294,34.184,0.203,310.324,220.938,5.676,0.552,1.764e7,0,51.482,0.463,0.463,0.285,0.018,0.16,0.186,1.052,-3.05E-04,0,0,0,0,0.003,0.021,15.748,194.778,60.706,0.113,8.947,-52.189,264.886,299.672,0.05,0.355
28.449,9166.194,142.672,-11.025,160.52,11.054,2613.179,2.607,2613.18,0.057,73.563,0.805,32,-105.972,9.762,0.078,1.241e-7,0.014,-1.24E-05,3.42e4,9070.294,34.184,0.203,312.492,220.938,5.814,0.548,1.75e7,0,50.575,0.462,0.462,0.285,0.018,0.159,0.021,0.118,1.611e-5,0,0,0,0,0.004,0.021,15.748,194.778,60.469,0.112,7.499,-52.259,264.6,299.63,0.05,0.355
28.499,9173.314,142.119,-11.094,160.012,11.114,2616.856,2.615,2616.857,0.057,73.527,0.661,32,-105.972,9.762,0.114,1.212e-7,-0.014,2.199e-5,3.42e4,9070.294,34.184,0.203,312.345,220.938,5.804,0.546,1.743e7,0,50.196,0.462,0.462,0.286,0.018,0.159,0.031,0.183,4.217e-4,0,0,0,0,-0.004,0.021,15.748,194.778,60.215,0.112,7.435,-52.329,264.315,299.587,0.05,0.356
28.549,9180.406,141.565,-11.043,159.505,11.068,2620.532,2.623,2620.533,0.057,73.492,0.746,32,-105.972,9.762,0.007,1.204e-7,-0.013,5.476e-4,3.42e4,9070.294,34.184,0.203,312.749,220.938,5.83,0.546,1.742e7,0,50.123,0.462,0.462,0.286,0.018,0.159,0.002,0.015,6.128e-5,0,0,0,0,-0.004,0.021,15.748,194.778,59.969,0.111,8.322,-52.399,264.031,299.545,0.05,0.357
28.599,9187.47,141.009,-11.194,158.998,11.203,2624.205,2.631,2624.207,0.057,73.462,0.453,32,-105.972,9.762,0.396,1.159e-7,-0.012,2.265e-5,3.42e4,9070.294,34.184,0.203,311.268,220.938,5.736,0.543,1.731e7,0,49.528,0.462,0.462,0.286,0.017,0.158,0.109,0.626,4.079e-4,0,0,0,0,-0.003,0.02,15.748,194.778,59.734,0.11,7.509,-52.468,263.748,299.503,0.05,0.358
28.649,9194.506,140.447,-11.303,158.491,11.305,2627.878,2.639,2627.879,0.058,73.445,0.241,32,-105.972,9.762,0.68,1.172e-7,-0.009,1.826e-5,3.42e4,9070.294,34.184,0.203,310.21,220.938,5.669,0.54,1.722e7,0,49.028,0.462,0.462,0.286,0.017,0.158,0.188,1.067,-4.61E-04,0,0,0,0,-0.002,0.02,15.748,194.778,59.542,0.11,6.907,-52.537,263.467,299.461,0.05,0.359
28.699,9201.515,139.881,-11.308,157.985,11.31,2631.55,2.647,2631.551,0.058,73.434,0.214,32,-105.972,9.762,0.719,1.213e-7,-0.005,1.684e-5,3.42e4,9070.294,34.184,0.203,310.058,220.938,5.659,0.539,1.715e7,0,48.673,0.461,0.462,0.287,0.017,0.158,0.199,1.126,2.311e-4,0,0,0,0,-4.30E-04,0.02,15.748,194.778,59.421,0.109,6.868,-52.606,263.186,299.42,0.05,0.359
28.749,9208.495,139.317,-11.262,157.48,11.265,2635.221,2.655,2635.223,0.058,73.422,0.274,32,-105.972,9.762,0.637,1.189e-7,-4.71E-04,1.691e-5,3.42e4,9070.294,34.184,0.203,310.345,220.938,5.677,0.537,1.71e7,0,48.341,0.461,0.462,0.287,0.017,0.158,0.176,0.998,3.218e-4,0,0,0,0,-4.54E-06,0.02,15.748,194.778,59.377,0.11,6.967,-52.675,262.907,299.378,0.05,0.36
28.799,9215.446,138.75,-11.409,156.976,11.409,2638.892,2.663,2638.894,0.058,73.416,0.021,32,-105.972,9.762,1.031,1.171e-7,0.005,1.815e-5,3.42e4,9070.294,34.184,0.203,308.903,220.938,5.586,0.533,1.695e7,0,47.553,0.461,0.462,0.287,0.017,0.157,0.288,1.607,5.339e-5,0,0,0,0,4.274e-4,0.02,15.748,194.778,59.411,0.111,5.26,-52.743,262.629,299.337,0.05,0.361
28.849,9222.37,138.182,-11.282,156.473,11.283,2642.563,2.671,2642.564,0.058,73.412,0.17,32,-105.972,9.762,0.766,1.163e-7,0.01,1.764e-5,3.42e4,9070.294,34.184,0.203,309.839,220.938,5.645,0.531,1.689e7,0,47.182,0.461,0.462,0.288,0.017,0.157,0.212,1.195,3.477e-4,0,0,0,0,0.002,0.02,15.748,194.778,59.543,0.112,5.38,-52.811,262.352,299.295,0.05,0.361
28.899,9229.265,137.622,-11.126,155.971,11.134,2646.233,2.679,2646.235,0.058,73.398,0.411,32,-105.972,9.762,0.421,1.232e-7,0.013,1.799e-5,3.42e4,9070.294,34.184,0.203,311.09,220.938,5.725,0.53,1.684e7,0,46.822,0.461,0.461,0.288,0.016,0.157,0.115,0.657,2.234e-4,0,0,0,0,0.004,0.02,15.748,194.778,59.756,0.114,5.5,-52.879,262.076,299.254,0.05,0.362
28.949,9236.132,137.071,-10.908,155.472,10.936,2649.902,2.687,2649.904,0.058,73.368,0.775,32,-105.972,9.762,0.11,1.164e-7,-0.014,-3.83E-05,3.42e4,9070.294,34.184,0.203,312.248,220.938,5.798,0.53,1.681e7,0,46.65,0.461,0.461,0.288,0.016,0.156,0.03,0.177,-1.88E-04,0,0,0,0,-0.004,0.02,15.748,194.778,60.009,0.116,6.108,-52.946,261.801,299.213,0.05,0.363
28.999,9242.972,136.53,-10.75,154.973,10.8,2653.57,2.695,2653.571,0.058,73.322,1.038,32,-105.972,9.762,0.497,1.231e-7,-0.012,-2.66E-05,3.42e4,9070.294,34.184,0.203,310.8,220.938,5.706,0.528,1.676e7,0,46.406,0.461,0.461,0.288,0.016,0.156,0.136,0.781,-3.21E-04,0,0,0,0,-0.003,0.02,15.748,194.778,60.253,0.118,6.293,-53.013,261.527,299.173,0.05,0.364
29.049,9249.785,135.992,-10.79,154.475,10.83,2657.235,2.703,2657.236,0.058,73.273,0.926,32,-105.972,9.762,0.365,1.226e-7,-0.01,-2.13E-05,3.42e4,9070.294,34.184,0.203,311.264,220.938,5.736,0.524,1.663e7,0,45.648,0.46,0.46,0.288,0.016,0.156,0.1,0.574,4.071e-4,0,0,0,0,-0.002,0.02,15.748,194.778,60.453,0.12,4.962,-53.08,261.254,299.132,0.05,0.365
29.099,9256.571,135.456,-10.624,153.979,10.694,2660.897,2.711,2660.898,0.058,73.219,1.217,32,-105.972,9.762,0.784,1.184e-7,-0.007,-2.20E-05,3.42e4,9070.294,34.184,0.203,309.726,220.938,5.638,0.524,1.66e7,0,45.569,0.46,0.461,0.289,0.016,0.156,0.217,1.225,-3.50E-04,0,0,0,0,-9.54E-04,0.02,15.748,194.778,60.605,0.122,5.566,-53.147,260.983,299.092,0.05,0.366
29.149,9263.331,134.929,-10.469,153.483,10.576,2664.556,2.719,2664.558,0.058,73.151,1.494,32,-105.972,9.762,1.171,1.183e-7,-0.001,-2.12E-05,3.42e4,9070.294,34.184,0.203,308.35,220.938,5.551,0.524,1.658e7,0,45.574,0.46,0.462,0.289,0.016,0.156,0.328,1.821,1.131e-4,0,0,0,0,-2.49E-05,0.02,15.748,194.778,60.677,0.123,6.321,-53.213,260.712,299.052,0.05,0.367
29.199,9270.064,134.407,-10.419,152.987,10.536,2668.212,2.727,2668.213,0.059,73.074,1.57,32,-105.972,9.762,1.284,1.189e-7,0.006,-2.12E-05,3.42e4,9070.294,34.184,0.203,307.946,220.938,5.525,0.523,1.653e7,0,45.362,0.46,0.462,0.289,0.016,0.155,0.361,1.995,1.642e-4,0,0,0,0,7.489e-4,0.02,15.748,194.778,60.634,0.124,6.578,-53.28,260.443,299.011,0.05,0.368
29.249,9276.771,133.884,-10.541,152.493,10.622,2671.864,2.735,2671.865,0.059,73.002,1.309,32,-105.972,9.762,0.946,1.137e-7,0.012,-2.39E-05,3.42e4,9070.294,34.184,0.203,309.121,220.938,5.6,0.52,1.643e7,0,44.693,0.46,0.461,0.289,0.016,0.155,0.263,1.469,4.039e-5,0,0,0,0,0.003,0.02,15.748,194.778,60.468,0.123,5.784,-53.345,260.174,298.972,0.05,0.369
29.299,9283.452,133.353,-10.695,151.999,10.741,2675.512,2.744,2675.514,0.059,72.944,0.994,32,-105.972,9.762,0.508,1.165e-7,0.016,-2.66E-05,3.42e4,9070.294,34.184,0.203,310.688,220.938,5.699,0.517,1.632e7,0,44.04,0.46,0.46,0.29,0.015,0.155,0.139,0.788,-1.51E-04,0,0,0,0,0.006,0.02,15.748,194.778,60.209,0.123,4.967,-53.411,259.907,298.932,0.05,0.37
29.349,9290.107,132.817,-10.715,151.507,10.757,2679.158,2.752,2679.16,0.059,72.896,0.945,32,-105.972,9.762,0.433,1.231e-7,0.019,-2.34E-05,3.42e4,9070.294,34.184,0.203,310.962,220.938,5.717,0.516,1.629e7,0,43.86,0.46,0.46,0.29,0.015,0.155,0.118,0.668,-1.78E-04,0,0,0,0,0.008,0.02,15.748,194.778,59.895,0.121,5.458,-53.476,259.641,298.892,0.05,0.37
29.399,9296.734,132.279,-10.833,151.015,10.857,2682.802,2.76,2682.803,0.059,72.854,0.716,32,-105.972,9.762,0.086,1.096e-7,0.02,-4.30E-05,3.42e4,9070.294,34.184,0.203,312.247,220.938,5.798,0.514,1.622e7,0,43.44,0.46,0.46,0.29,0.015,0.154,0.023,0.127,-4.61E-04,0,0,0,0,0.009,0.019,15.748,194.778,59.542,0.12,5.193,-53.542,259.375,298.853,0.05,0.371
29.449,9303.334,131.734,-10.962,150.523,10.972,2686.444,2.768,2686.445,0.059,72.825,0.476,32,-105.972,9.762,0.289,1.168e-7,-0.02,1.023e-5,3.42e4,9070.294,34.184,0.203,311.473,220.938,5.749,0.512,1.614e7,0,43.034,0.459,0.46,0.29,0.015,0.154,0.079,0.46,5.765e-5,0,0,0,0,-0.009,0.019,15.748,194.778,59.183,0.119,4.85,-53.606,259.111,298.813,0.05,0.372
29.499,9309.907,131.186,-10.941,150.032,10.953,2690.085,2.776,2690.086,0.059,72.8,0.51,32,-105.971,9.762,0.246,1.218e-7,-0.018,2.377e-5,3.42e4,9070.294,34.184,0.203,311.634,220.938,5.759,0.512,1.613e7,0,42.986,0.459,0.46,0.29,0.015,0.154,0.067,0.391,1.826e-4,0,0,0,0,-0.007,0.019,15.748,194.778,58.845,0.117,5.741,-53.671,258.848,298.774,0.05,0.374
29.549,9316.453,130.635,-11.11,149.542,11.112,2693.724,2.784,2693.725,0.059,72.782,0.208,32,-105.971,9.762,0.719,1.22e-7,-0.015,1.703e-5,3.42e4,9070.294,34.184,0.203,309.873,220.938,5.647,0.509,1.602e7,0,42.481,0.459,0.46,0.291,0.015,0.154,0.198,1.124,3.07e-4,0,0,0,0,-0.005,0.019,15.748,194.778,58.54,0.116,4.895,-53.735,258.586,298.735,0.05,0.375
29.599,9322.971,130.081,-11.052,149.052,11.056,2697.363,2.792,2697.364,0.059,72.77,0.302,32,-105.971,9.762,0.58,1.165e-7,-0.012,2.353e-5,3.42e4,9070.294,34.184,0.203,310.379,220.938,5.68,0.509,1.601e7,0,42.414,0.459,0.46,0.291,0.015,0.154,0.159,0.907,-4.51E-04,0,0,0,0,-0.003,0.019,15.748,194.778,58.295,0.115,5.777,-53.799,258.325,298.697,0.05,0.375
29.649,9329.461,129.526,-11.115,148.562,11.116,2701.001,2.801,2701.002,0.059,72.758,0.183,32,-105.971,9.762,0.771,1.156e-7,-0.008,2.259e-5,3.42e4,9070.294,34.184,0.203,309.675,220.938,5.635,0.507,1.594e7,0,42.035,0.459,0.46,0.291,0.015,0.153,0.213,1.2,1.357e-4,0,0,0,0,-0.002,0.019,15.748,194.778,58.111,0.115,5.428,-53.863,258.066,298.658,0.05,0.376
29.699,9335.923,128.967,-11.237,148.074,11.237,2704.639,2.809,2704.64,0.06,72.754,0.041,32,-105.971,9.762,1.121,1.178e-7,-0.003,1.979e-5,3.42e4,9070.294,34.184,0.203,308.405,220.938,5.554,0.503,1.582e7,0,41.492,0.459,0.461,0.291,0.015,0.153,0.313,1.739,2.361e-4,0,0,0,0,-2.82E-04,0.019,15.748,194.778,58.002,0.115,4.349,-53.926,257.807,298.619,0.05,0.377
29.749,9342.358,128.407,-11.171,147.586,11.171,2708.276,2.817,2708.278,0.06,72.755,0.049,32,-105.971,9.762,0.982,1.185e-7,0.002,1.9e-5,3.42e4,9070.294,34.184,0.203,308.892,220.938,5.585,0.502,1.577e7,0,41.195,0.459,0.46,0.292,0.015,0.153,0.273,1.524,-2.89E-04,0,0,0,0,8.997e-5,0.019,15.748,194.778,57.99,0.116,4.485,-53.99,257.549,298.581,0.05,0.379
29.799,9348.764,127.85,-11.089,147.099,11.09,2711.914,2.825,2711.916,0.06,72.75,0.158,32,-105.971,9.762,0.803,1.164e-7,0.007,1.859e-5,3.42e4,9070.294,34.184,0.203,309.525,220.938,5.625,0.5,1.571e7,0,40.85,0.459,0.46,0.292,0.014,0.153,0.222,1.246,4.776e-4,0,0,0,0,0.001,0.019,15.748,194.778,58.069,0.117,4.463,-54.053,257.293,298.543,0.05,0.38
29.849,9355.143,127.298,-10.99,146.614,10.994,2715.551,2.833,2715.553,0.06,72.738,0.296,32,-105.971,9.762,0.571,1.192e-7,0.01,1.803e-5,3.42e4,9070.294,34.184,0.203,310.36,220.938,5.678,0.499,1.565e7,0,40.493,0.459,0.459,0.292,0.014,0.152,0.156,0.886,4.484e-4,0,0,0,0,0.002,0.019,15.748,194.778,58.22,0.118,4.387,-54.115,257.038,298.505,0.05,0.381
29.899,9361.494,126.752,-10.87,146.13,10.88,2719.188,2.842,2719.189,0.06,72.719,0.47,32,-105.971,9.762,0.272,1.178e-7,0.012,1.607e-5,3.42e4,9070.294,34.184,0.203,311.46,220.938,5.748,0.497,1.559e7,0,40.163,0.459,0.459,0.292,0.014,0.152,0.074,0.421,2.55e-4,0,0,0,0,0.004,0.019,15.748,194.778,58.422,0.12,4.372,-54.178,256.783,298.467,0.05,0.382
29.949,9367.818,126.211,-10.745,145.648,10.765,2722.823,2.85,2722.825,0.06,72.691,0.657,32,-105.971,9.762,0.06,1.15e-7,-0.013,-5.46E-05,3.42e4,9070.294,34.184,0.203,312.253,220.938,5.799,0.496,1.553e7,0,39.869,0.458,0.458,0.292,0.014,0.152,0.016,0.097,2.085e-4,0,0,0,0,-0.004,0.019,15.748,194.778,58.647,0.122,4.395,-54.24,256.53,298.43,0.05,0.383
29.999,9374.115,125.681,-10.481,145.166,10.539,2726.457,2.858,2726.458,0.06,72.647,1.105,32,-105.971,9.762,0.803,1.189e-7,-0.01,-2.87E-05,3.42e4,9070.294,34.184,0.203,309.506,220.938,5.624,0.496,1.555e7,0,40.047,0.459,0.459,0.292,0.014,0.152,0.222,1.249,2.069e-4,0,0,0,0,-0.003,0.019,15.748,194.778,58.861,0.125,5.729,-54.302,256.278,298.392,0.05,0.384
30.049,9380.386,125.163,-10.235,144.685,10.349,2730.087,2.866,2730.089,0.06,72.581,1.532,32,-105.971,9.762,1.47,1.184e-7,-0.005,-2.89E-05,3.42e4,9070.294,34.184,0.203,307.159,220.938,5.475,0.497,1.557e7,0,40.335,0.459,0.462,0.292,0.014,0.152,0.415,2.272,-4.54E-04,0,0,0,0,-5.50E-04,0.019,15.748,194.778,59.003,0.126,7.074,-54.363,256.027,298.355,0.05,0.385
30.099,9386.632,124.653,-10.198,144.204,10.319,2733.714,2.875,2733.716,0.06,72.502,1.58,32,-105.971,9.762,1.563,1.177e-7,0.003,-2.95E-05,3.42e4,9070.294,34.184,0.203,306.833,220.938,5.454,0.496,1.551e7,0,40.066,0.459,0.462,0.292,0.014,0.152,0.442,2.412,-1.60E-04,0,0,0,0,1.845e-4,0.019,15.748,194.778,59.021,0.127,7.042,-54.425,255.777,298.318,0.05,0.387
30.149,9392.852,124.144,-10.179,143.724,10.303,2737.338,2.883,2737.339,0.06,72.422,1.595,32,-105.971,9.762,1.597,1.177e-7,0.011,-2.83E-05,3.42e4,9070.294,34.184,0.203,306.71,220.938,5.447,0.495,1.546e7,0,39.856,0.459,0.462,0.293,0.014,0.152,0.452,2.462,-4.92E-04,0,0,0,0,0.003,0.019,15.748,194.778,58.901,0.128,7.268,-54.486,255.528,298.281,0.05,0.387
30.199,9399.046,123.637,-10.09,143.245,10.239,2740.957,2.891,2740.958,0.06,72.339,1.74,32,-105.971,9.762,1.811,1.163e-7,0.019,-2.92E-05,3.42e4,9070.294,34.184,0.203,305.988,220.938,5.401,0.495,1.548e7,0,40.023,0.459,0.463,0.293,0.014,0.152,0.517,2.783,-4.60E-04,0,0,0,0,0.009,0.019,15.748,194.778,58.636,0.127,8.497,-54.547,255.281,298.244,0.05,0.388
30.249,9405.215,123.131,-10.162,142.766,10.285,2744.571,2.899,2744.573,0.061,72.255,1.592,32,-105.971,9.762,1.591,1.181e-7,0.027,-2.96E-05,3.42e4,9070.294,34.184,0.203,306.73,220.938,5.448,0.494,1.544e7,0,39.761,0.459,0.462,0.293,0.014,0.152,0.451,2.437,4.857e-4,0,0,0,0,0.018,0.019,15.748,194.778,58.218,0.126,8.848,-54.607,255.034,298.207,0.05,0.389
30.299,9411.359,122.617,-10.412,142.288,10.474,2748.182,2.908,2748.184,0.061,72.187,1.137,32,-105.971,9.762,0.881,1.104e-7,0.033,-3.86E-05,3.42e4,9070.294,34.184,0.203,309.203,220.938,5.605,0.491,1.534e7,0,39.043,0.458,0.459,0.293,0.014,0.151,0.244,1.338,-1.12E-04,0,0,0,0,0.027,0.018,15.748,194.778,57.668,0.124,8.075,-54.667,254.788,298.17,0.05,0.391
30.349,9417.477,122.091,-10.617,141.81,10.646,2751.79,2.916,2751.792,0.061,72.139,0.785,32,-105.971,9.762,0.279,1.284e-7,0.036,-7.56E-05,3.42e4,9070.294,34.184,0.203,311.399,220.938,5.744,0.49,1.527e7,0,38.616,0.458,0.458,0.293,0.014,0.151,0.076,0.402,-3.89E-04,0,0,0,0,0.032,0.018,15.748,194.778,57.041,0.121,7.857,-54.728,254.543,298.134,0.05,0.392
